"spkid","rot_per(h)","diameter(km)","a(AU)","e","i(deg)"
3591757,,,1.437,0.4204,6.44
3591758,,,1.858,0.3083,34.27
3591759,,,1.213,0.1715,23.21
3591760,2.294,,1.397,0.3277,11.33
3591883,17.53,,2.502,0.5827,21.63
3591884,,,1.199,0.1938,6.15
3591885,,,2.81,0.6991,20.36
3591886,,,1.636,0.5998,7.79
3591887,,,2.015,0.4065,3.09
3591888,,,2.528,0.9268,8.62
3591889,,,2.46,0.6599,5.45
3591890,,,1.937,0.4625,1.75
3591891,,,1.438,0.2496,1.31
3591892,,,1.951,0.5128,1.49
3591893,,,1.533,0.5965,10.41
3592014,,,1.848,0.8466,19.04
3592015,,,2.275,0.5271,1.41
3596097,,,1.28,0.2593,1.96
3591894,,,1.069,0.1030,2.85
3592016,,,1.163,0.2898,14.03
3592017,,,2.06,0.5059,7.13
3592018,,,1.228,0.2656,20.55
3592019,,,1.339,0.3789,5.96
3592118,,,1.932,0.4025,9.44
3592119,,,2.424,0.6178,7.80
3592120,,,1.702,0.3940,7.45
3592225,,,2.196,0.6062,5.22
3592226,,,1.412,0.1844,40.18
3592227,,,1.058,0.1392,12.84
54029194,,,2.408,0.4665,4.43
3592305,,,1.489,0.5151,2.08
3592306,,,0.909,0.3972,14.08
3592307,,,1.328,0.2928,6.00
3592308,,,0.8889,0.1382,2.73
3595636,,,1.671,0.4235,3.42
3595643,,,2.115,0.4644,22.26
3595645,,,1.512,0.4367,7.39
3595774,14.19,,1.977,0.4856,6.42
3595775,,,1.583,0.3275,27.76
3595776,,,1.324,0.0711,20.84
3595880,,,1.69,0.6063,51.52
3595889,,,2.197,0.4301,1.86
3597505,,,1.152,0.1596,27.33
3595919,,,0.9015,0.1855,4.16
3595920,,,1.348,0.1734,4.56
3595921,,,1.402,0.1739,26.12
3595922,,,1.069,0.2638,18.17
3595923,,,1.442,0.3820,1.08
3595924,,,0.783,0.3070,4.35
3595925,,,1.614,0.4426,0.42
3595926,,,1.233,0.3154,0.76
3595927,,,1.146,0.3048,12.98
3595928,,,2.133,0.6746,0.48
3595929,,,1.312,0.5944,37.16
3595930,,,1.669,0.2876,16.93
3595981,,,1.259,0.0736,14.71
3595982,,,1.933,0.5078,7.81
3595983,,,1.739,0.4093,5.08
3595984,,,1.88,0.3903,2.52
3595985,,,1.245,0.1533,10.85
3595986,,,1.806,0.4170,29.31
3595988,,,1.391,0.3624,0.47
3596090,,,1.902,0.3629,16.67
3596030,,,0.9443,0.1007,12.22
3596031,,,1.889,0.5415,1.10
3596032,,,1.412,0.6238,44.53
3596033,,,1.222,0.1854,16.54
3596034,,,2.007,0.5231,10.98
3596035,,,1.064,0.0994,2.64
3596036,,,1.415,0.4653,6.49
3596037,,,1.018,0.2403,1.53
3596038,,,1.394,0.0921,22.35
3596039,,,2.258,0.5918,8.06
3596040,,,1.438,0.4874,14.22
3596041,,,1.305,0.1206,25.49
3596042,,,2.057,0.7413,6.39
3596043,,,0.9808,0.1881,1.48
3596044,,,1.725,0.6540,6.84
3596142,,,1.55,0.2783,13.89
3596143,,,1.936,0.5792,5.39
3596144,,,1.975,0.6004,9.11
3596145,,,1.132,0.1486,21.37
3596257,,,1.798,0.2793,12.87
3596211,,,2.453,0.4856,40.79
3596212,,,1.96,0.5024,12.74
3596213,,,2.168,0.6127,8.06
3596262,1.80828,,0.7605,0.3581,10.52
3596263,,,1.712,0.3675,29.57
3596264,,,1.071,0.1159,5.81
3596490,,,2.449,0.4875,10.05
3596491,,,2.526,0.7772,5.23
3596492,,,1.53,0.3531,0.64
3596493,,,1.861,0.5621,14.52
3596494,,,1.684,0.3766,24.31
3596495,,,2.074,0.4848,13.05
3596496,,,1.06,0.1159,14.13
3596497,,,1.959,0.5264,7.22
3596498,,,1.53,0.3589,11.52
3596673,,,1.428,0.3695,4.52
3596674,,,2.413,0.6775,7.38
3596675,,,2.361,0.6320,1.18
3596676,,,2.204,0.6887,20.77
3596677,,,1.886,0.5938,4.60
3596678,,,1.626,0.2451,32.69
3596680,,,1.503,0.3326,5.23
3596681,,,1.949,0.4381,5.73
3596682,,,0.9429,0.5078,20.69
3596683,,,2.475,0.5834,12.77
3596684,,,2.625,0.5369,5.79
3596685,,,0.9441,0.5610,12.37
3596841,,,2.557,0.4980,27.98
3596842,0.0491,,0.7561,0.4360,6.02
3596843,,,1.259,0.7509,35.77
3596844,,,1.303,0.3888,3.56
3596845,,,1.981,0.6373,1.34
3596846,,,1.856,0.3136,25.05
3596847,,,2.556,0.6070,6.54
3596848,,,2.15,0.6347,11.38
3596962,,,1.547,0.3959,2.37
3596963,,,1.395,0.1853,21.44
3596964,,,1.705,0.4298,25.88
3597091,,,2.544,0.5715,8.93
3597092,,,1.155,0.0715,23.96
3597093,,,1.123,0.1562,2.59
3597094,,,2.007,0.6871,0.93
3597095,,,1.155,0.2111,15.79
3597096,,,2.301,0.4779,41.80
3597098,,,2.538,0.9098,16.30
3597099,,,1.245,0.1625,35.89
3597226,,,1.343,0.2082,23.37
3597331,,,1.783,0.3847,2.19
3597332,,,2.377,0.7073,1.13
3597333,,,2.311,0.5001,16.07
3597334,,,1.743,0.5062,0.31
3597506,,,2.578,0.5067,25.94
3597508,,,0.9874,0.2171,5.83
3597509,,,1.338,0.2113,10.02
3597510,,,1.737,0.3974,8.09
3597511,,0.231,1.621,0.3643,11.81
3598900,,,1.856,0.7039,4.39
3598975,,,1.999,0.4861,17.12
3599062,,,2.66,0.6568,28.69
3599109,,,2.423,0.7793,1.94
3599111,,,1.747,0.3429,8.08
3599112,,,2.043,0.4051,6.16
3599252,,,1.112,0.3003,12.45
3599253,,,2.126,0.4946,13.96
3599302,,,1.422,0.5000,3.80
3599303,,,1.369,0.3581,26.96
3599304,,,1.537,0.3377,3.67
3599385,,,1.452,0.2018,2.26
3599389,,,1.152,0.0694,7.35
3599390,,,1.204,0.4374,0.62
3599391,,,1.339,0.2414,2.67
3599392,,,1.266,0.2782,0.49
3599478,,,1.265,0.1924,10.81
3599930,,,1.802,0.4791,8.64
3838790,,,2.42,0.4896,6.85
3599388,38.7,,2.212,0.5075,10.28
3599393,,,2.029,0.4573,4.04
3599403,,,1.435,0.3998,5.95
3599404,,,2.126,0.5426,4.99
3599405,,,2.193,0.6488,1.28
3599477,,,1.505,0.5397,4.71
3599479,,,3.182,0.6000,9.71
3599480,,,2.03,0.5777,14.48
3599482,,,0.8918,0.1816,4.10
3599483,,,1.25,0.3045,7.73
3599484,,,1.947,0.4594,12.64
3599541,,,0.9472,0.2464,8.77
3599543,,,0.96,0.1481,29.79
3599599,,,2.132,0.7656,1.35
3599600,,,1.459,0.5736,2.84
3599601,,,1.135,0.3906,9.31
3599682,,,2.831,0.6672,14.63
3599683,,,1.653,0.4556,19.58
3599684,,,1.469,0.2220,4.00
3599685,,,1.448,0.2773,15.92
3599686,,,1.301,0.1836,7.50
3599768,,,1.46,0.2132,37.79
3599860,,,1.094,0.0927,9.55
3599861,,,2.273,0.5144,2.91
3599862,,,1.15,0.3729,29.69
3599863,,,1.108,0.4746,1.57
3599865,,,1.961,0.5915,0.93
3599866,,,0.6939,0.5767,11.16
3599867,,,0.9584,0.2241,9.50
3599868,,,2.515,0.5916,2.80
3599869,,,1.052,0.1719,12.88
3599870,,,2.046,0.5255,3.24
3599871,,,2.058,0.4981,5.93
3599872,,,0.8866,0.4856,17.20
3599873,,,1.248,0.3044,7.54
3599929,,,1.348,0.5159,6.44
3599931,,,1.511,0.2351,13.90
3599932,,,1.94,0.4813,3.18
3599933,,,2.053,0.4092,1.45
3599934,,,1.084,0.1660,9.54
3599935,,,2.3,0.4697,7.39
3599936,,,1.116,0.5043,6.48
3600003,,,1.444,0.2756,3.04
3600004,,,1.611,0.4404,6.91
3600005,,,2.037,0.4387,8.55
3600006,,,1.598,0.6418,10.38
3600104,,,2.297,0.7328,30.77
3600105,,,0.9368,0.1462,3.30
3600106,,,1.176,0.2299,1.97
3600234,,,1.192,0.1126,7.48
3600235,,,1.8,0.4598,3.35
3600236,,,1.111,0.1680,4.82
3600238,,,2.271,0.4483,19.27
3600241,,,2.214,0.5093,23.38
3600475,,,2.361,0.5734,14.82
3600237,,,1.599,0.3770,1.58
3600243,,,1.076,0.0783,15.82
3600356,,,1.152,0.1374,0.91
3600476,,,1.826,0.4899,6.76
3600477,,,1.34,0.2751,44.54
3600479,,,1.736,0.4254,2.13
3600559,,,2.006,0.5959,0.50
3600480,,,1.889,0.6886,10.16
3600481,,,1.788,0.4233,3.90
3600562,,,2.276,0.5571,4.75
3600563,,,0.7803,0.3565,29.54
3600564,,,0.934,0.4031,6.56
3600600,,,1.313,0.8220,8.43
3600601,,,1.513,0.4109,12.74
3600602,,,1.743,0.4257,9.69
3601274,,,1.223,0.2612,47.82
3601275,0.2924,,2.151,0.5419,3.04
3601276,,,0.9805,0.1273,15.60
3601277,,,1.472,0.3163,0.19
3601278,,,1.823,0.5584,9.96
3601279,,,2.464,0.6709,7.00
3601281,,,1.85,0.6157,28.76
3601282,,,1.027,0.3041,3.94
3601280,,,1.633,0.5043,6.59
3601283,,,1.414,0.2213,25.86
3601297,,,1.516,0.7070,3.54
3601298,,,2.044,0.5100,9.66
3601299,,,1.188,0.1494,4.25
3601300,,,1.371,0.2445,3.91
3601301,,,2.044,0.5625,8.60
3601335,,,1.509,0.4064,11.12
3601336,,,2.249,0.5251,2.24
3601337,,,1.05,0.1160,1.03
3601338,,,1.403,0.2908,12.32
3601339,,,1.928,0.5198,4.44
3601340,,,1.886,0.7570,6.82
3601342,,,1.439,0.2051,19.61
3601343,,,1.571,0.3751,30.92
3601398,,,1.637,0.3633,6.86
3601400,,,2.563,0.6533,24.76
3601406,,,1.737,0.3962,31.54
3601407,,,2.022,0.4946,5.46
3601401,,,1.753,0.4237,4.81
3601402,,,1.531,0.2566,17.59
3601403,,,2.086,0.6354,2.22
3601408,,,2.251,0.4443,40.07
3601409,,,1.941,0.4863,3.22
3601410,,,1.221,0.1871,3.23
3601455,,,1.749,0.3281,14.23
3601456,,,2.863,0.6151,8.31
3601457,,,2.028,0.4962,6.07
3601471,,,2.604,0.6159,5.17
3601472,,,2.179,0.7098,13.29
3601526,,,1.616,0.2193,34.63
3601554,,,1.044,0.1354,16.26
3601555,,,2.288,0.5142,0.42
3601556,,,1.036,0.4444,11.76
3601557,,,1.414,0.2832,3.29
3601558,,,2.049,0.4925,7.92
3601573,,,2.424,0.7035,1.49
3601574,,,0.9912,0.0665,24.36
3601575,,,2.167,0.5831,8.92
3601611,,,1.208,0.6318,37.94
3601612,,,1.609,0.3770,15.06
3601613,,,1.503,0.5898,5.44
3601614,,,1.55,0.3672,1.07
3601615,,,1.305,0.1424,11.35
3601616,,,1.976,0.4766,11.22
3601617,,,2.415,0.5806,17.29
3601665,,,1.515,0.7521,19.02
3601666,,,1.012,0.1183,2.12
3601667,,,1.168,0.2719,9.33
3601668,,,1.81,0.5794,7.16
3601669,,,1.366,0.4512,8.98
3601670,,,1.291,0.2182,18.05
3601671,,,2.525,0.5469,13.40
3601672,,,1.099,0.1185,2.34
3601673,,,0.8341,0.2041,5.12
3601674,,,1.453,0.3173,8.25
3601676,,,1.295,0.3589,5.81
3601675,,,1.981,0.5431,6.33
3601677,,,1.075,0.0673,10.82
3601702,,,1.549,0.5863,8.56
3601797,,,1.674,0.5546,12.38
3601987,,,2.343,0.6104,22.30
3601924,,,2.048,0.4864,3.74
3601925,,,1.14,0.1137,18.68
3601926,,,2.014,0.4880,2.64
3601927,,,2.027,0.3977,3.05
3601928,,,1.369,0.4676,15.96
3601929,,,2.52,0.6112,0.32
3602021,,,1.114,0.3857,15.59
3602022,,,2.216,0.4839,7.80
3602023,,,2.147,0.5466,13.52
3602024,,,1.192,0.3019,7.61
3602025,,,1.36,0.3860,22.82
3602062,,,3.264,0.6164,10.01
3602063,,,2.015,0.5159,3.98
3602064,,,1.505,0.1832,34.06
3602065,,,2.186,0.7271,1.10
3602067,,,1.232,0.3961,13.43
3602081,,,1.853,0.5487,3.46
3602082,,,1.56,0.3633,17.59
3602155,,,2.802,0.7135,3.00
3602156,,,2.682,0.7100,2.77
3602157,,,0.9877,0.0882,4.94
3602158,,,1.322,0.1914,17.91
3602159,,,1.972,0.5105,0.52
3602160,,,1.124,0.3723,3.48
3602203,,,1.798,0.4686,3.36
3602249,,,1.532,0.2086,4.21
3602500,,,1.448,0.2962,2.82
3602504,,,1.457,0.3952,12.69
3602505,,,1.41,0.2625,35.85
3602525,,,1.142,0.0660,7.30
3602526,,,2.144,0.5755,5.16
3602527,,,1.341,0.1820,9.21
3602528,,,1.96,0.4263,2.47
3602529,,,2.812,0.6313,7.35
3602530,,,3.377,0.8545,17.28
3602531,,,2.251,0.4784,4.20
3602572,,,1.045,0.2157,5.40
3602573,,,1.612,0.5686,10.44
3602574,,,2.112,0.4450,9.32
3602575,,,1.8,0.4456,4.44
3602576,,,2.459,0.7733,1.81
3602625,,,1.641,0.4590,11.04
3602654,,,2.446,0.8056,7.61
3602577,,,2.182,0.5385,7.89
3602620,,,1.477,0.2878,17.23
3602621,,,2.093,0.5204,9.27
3602622,,,1.175,0.1975,7.15
3602623,,,1.05,0.2327,25.14
3602624,,,1.422,0.2169,21.49
3602626,,,2.056,0.6763,6.17
3602685,,,2.003,0.6066,31.30
3602687,,,1.026,0.1531,2.41
3602688,,,2.079,0.4623,7.17
3602689,,,1.061,0.6615,49.58
3602701,,,2.205,0.5648,4.77
3602702,,,1.071,0.1430,38.47
3602703,,,1.389,0.2601,1.64
3602704,,,1.73,0.4368,14.76
3602705,,,1.192,0.3678,12.43
3602706,0.0227,,1.189,0.1820,0.11
3602739,,,2.614,0.5241,28.88
3602742,,,1.768,0.4074,2.67
3602743,,,2.394,0.5520,3.75
3602783,,,2.459,0.7276,25.59
3602784,,,1.497,0.7458,33.82
3602785,,,1.917,0.7208,13.71
3602786,,,1.458,0.2961,36.80
3602787,,,2.449,0.5381,3.52
3602788,,,2.873,0.6409,3.17
3602789,,,1.849,0.3855,21.86
3602790,,,1.151,0.1019,24.01
3602836,,,2.168,0.6028,4.90
3602837,,,1.408,0.3080,4.07
3602838,,,1.211,0.1621,38.04
3602839,,,0.9863,0.1760,23.02
3602847,,,2.438,0.6442,26.09
3602848,,,1.136,0.3484,29.51
3602910,,,2.111,0.4956,8.37
3602932,,,2.31,0.6450,18.22
3602933,,,1.181,0.2716,4.69
3602934,,,1.034,0.2922,14.46
3602980,,,2.42,0.5950,1.51
3602981,,,1.209,0.1877,6.39
3602982,,,1.974,0.6297,5.95
3603122,,,1.383,0.3928,0.53
3603124,,,2.172,0.5325,10.24
3603125,,,1.198,0.1373,3.29
3603126,,,2.405,0.5833,5.63
3603127,,,1.074,0.1207,2.20
3603128,,,0.8877,0.3740,19.81
3603170,,,1.197,0.2102,23.88
3603171,,,1.388,0.3712,12.50
3603225,,,1.962,0.6712,30.07
3603608,,,2.704,0.6717,14.38
3605728,,,2.281,0.4623,6.53
3603227,,,2.109,0.5624,2.24
3603600,,,2.256,0.5467,5.86
3603609,,,2.123,0.5822,7.17
3603626,,,1.935,0.3486,2.90
3603627,,,1.195,0.1390,20.99
3603628,,,1.822,0.4415,1.58
3603629,,,1.758,0.5772,15.13
3603630,,,2.436,0.6082,19.87
3603631,,,1.252,0.1393,15.38
3603632,,,1.792,0.2758,17.07
3603657,,,1.816,0.3424,6.72
3604216,,,2.822,0.6742,9.54
3604180,,,1.489,0.2683,4.80
3604181,,,1.996,0.6807,0.67
3604182,,,2.347,0.5110,2.71
3604183,,,1.969,0.4741,7.81
3604184,,,1.737,0.2770,35.74
3604233,,,2.609,0.5793,7.86
3604236,,,1.217,0.4198,15.65
3604179,,,1.523,0.4169,19.02
3604234,,,1.5,0.3502,13.46
3604235,,,2.451,0.5682,3.23
3604261,,,2.155,0.5061,5.30
3604303,,,1.819,0.3877,7.10
3604304,,,1.1,0.7799,5.80
3604305,,,1.094,0.0615,6.31
3604306,,,1.362,0.3134,8.08
3604307,,,1.241,0.2465,11.32
3604308,,,2.091,0.5256,12.12
3604480,,,1.786,0.3996,5.14
3604481,,,2.136,0.4143,27.72
3604482,,,1.376,0.2682,8.40
3604483,,,2.097,0.6556,5.43
3604484,,,1.062,0.1240,16.34
3604617,,,1.239,0.1916,1.71
3604618,,,1.638,0.4886,8.63
3604838,,,2.177,0.4541,9.49
3604839,,,2.743,0.5521,16.27
3604840,,,2.226,0.4418,19.44
3604841,,,1.701,0.2991,6.15
3604842,,,2.688,0.6314,2.18
3604843,,,2.214,0.6620,5.76
3604990,0.041667,,1.498,0.3692,18.47
3605005,,,1.659,0.7621,11.39
3605006,,,0.9876,0.0497,16.94
3605162,,,2.357,0.6187,4.44
3605164,,,2.303,0.6031,1.64
3605165,,,1.307,0.2508,6.16
3605257,0.06057,,1.598,0.5547,2.19
3605306,,,1.177,0.1813,8.66
3605319,,,2.27,0.5909,28.17
3605335,,,1.092,0.3379,11.89
3605334,,,1.04,0.0215,3.16
3605539,,,2.324,0.6991,0.69
3605558,,,2.313,0.5525,5.44
3605559,,,1.529,0.3341,3.12
3605565,,,1.189,0.1177,15.24
3605566,,,1.51,0.3299,20.00
3605576,,,1.337,0.3814,42.32
3605577,12.87,1.252,2.557,0.5899,26.10
3605578,,,1.789,0.5345,34.32
3605579,,,2.294,0.8389,33.08
3605596,,,1.271,0.2611,5.82
3605597,,,1.131,0.3103,14.17
3605663,,,2.341,0.5292,10.21
3605664,,,1.079,0.7602,42.25
3605665,,,2.44,0.5498,8.97
3605727,,,1.331,0.2185,8.64
3605730,,,2.711,0.7318,35.19
3605745,,,0.9863,0.0962,5.13
3605759,,,2.792,0.6005,10.32
3605761,,,2.012,0.3959,36.97
3605762,,,1.395,0.3045,29.03
3605763,,,2.565,0.5640,25.88
3605764,,,2.428,0.5934,5.15
3605791,,,2.184,0.4264,5.43
3605792,,,2.425,0.7184,4.87
3605793,,,1.33,0.0874,14.53
3605794,,,2.108,0.4820,7.74
3605840,,,1.67,0.3969,36.17
3605841,,,2.215,0.4521,3.84
3605858,,,0.8222,0.4863,5.33
3605859,,,1.26,0.2039,0.18
3605885,,,0.9374,0.4666,13.43
3605886,,,1.366,0.1781,7.95
3605889,,,1.604,0.6716,53.13
3605890,,,2.264,0.7206,67.67
3605891,,,2.15,0.5245,6.48
3605900,,,1.824,0.4896,9.22
3605901,,,2.642,0.5330,2.73
3605902,,,1.514,0.4536,9.50
3605937,,,2.757,0.5397,13.49
3605940,,,2.141,0.7120,1.36
3605941,,,3.081,0.6546,25.20
3605942,,,1.261,0.2722,20.04
3605943,,,2.429,0.5654,29.32
3605944,,,0.977,0.1088,3.76
3605945,,,2.452,0.5456,11.49
3605946,,,1.475,0.3835,1.97
3605947,,,1.556,0.2547,13.42
3606220,,,2.575,0.6271,4.63
3606221,,,1.243,0.4250,43.68
3606223,,,1.88,0.7575,11.48
3606252,,,1.697,0.3835,4.84
3606253,,,1.191,0.3951,7.10
3606264,,,2.126,0.4802,7.25
3606265,,,2.256,0.4720,6.83
3606266,,,2.718,0.5344,8.15
3606269,,,2.198,0.4124,6.16
3606270,,,1.365,0.3510,11.61
3606308,25.89,,2.118,0.6583,20.65
3607079,,,2.122,0.4008,8.22
3606312,,,1.358,0.7031,11.25
3607086,,,2.522,0.5891,1.25
3607372,,,2.268,0.5655,3.40
3607382,,,1.768,0.5931,3.94
3607400,,,3.017,0.5967,16.60
3607411,10.58,,0.8372,0.6160,6.53
3607412,,,1.754,0.3490,22.87
3607413,,,2.135,0.4252,6.80
3607466,,,1.687,0.3210,29.78
3607479,,,2.158,0.4463,8.44
3607480,,,2.5,0.5350,5.76
3607481,,,2.493,0.5146,12.57
3607504,,,0.8941,0.1424,5.42
3607527,,,0.8726,0.2005,1.36
3607528,,,2.312,0.5412,2.33
3607529,,,2.025,0.5831,6.79
3607530,,,1.054,0.0949,5.84
3607532,,,1.856,0.4429,3.64
3607626,,,1.324,0.4124,6.67
3607627,,,2.147,0.4605,4.97
3607665,,,1.808,0.6738,9.62
3607683,,,2.089,0.3859,3.59
3607667,,,1.99,0.6067,5.67
3607668,,,2.189,0.5379,21.20
3607669,,,2.206,0.4441,28.86
3607717,,,2.228,0.5516,7.15
3607728,,,2.821,0.7584,5.68
3607729,,,1.912,0.6981,5.58
3607741,,,2.548,0.5132,0.20
3607742,,,0.919,0.3669,19.41
3607877,,,1.664,0.4827,5.74
3607784,,,1.935,0.4680,3.96
3607819,,,1.91,0.5274,1.09
3607820,,,2.472,0.5250,15.92
3607821,,,2.496,0.4846,4.43
3607823,,,0.7736,0.5409,15.33
3607822,,,1.222,0.3869,0.92
3607833,,,2.395,0.4768,3.19
3607874,,,1.538,0.5035,6.12
3607924,,,2.874,0.6320,14.24
3607957,,,2.802,0.6424,11.32
3607958,,,2.435,0.6524,12.73
3607959,,,2.255,0.4868,2.79
3607960,,,1.514,0.2990,18.61
3607961,,,2.509,0.5606,2.33
3607962,,,1.664,0.3650,22.64
3607963,,,1.991,0.5526,7.50
3607964,,,2.228,0.5206,1.65
3607965,,,1.766,0.4355,8.42
3608091,,,2.319,0.5463,4.98
3608092,24.22,,1.026,0.3744,6.81
3608218,,,1.816,0.3530,10.12
3608219,,,2.172,0.5233,3.00
3608323,,,1.195,0.3698,4.98
3608324,,,2.702,0.5990,38.29
3608326,,,1.733,0.4409,11.90
3608404,,,1.717,0.5046,9.42
3608405,,,1.526,0.1721,22.92
3608427,,,2.53,0.5142,26.11
3608473,,,1.749,0.4107,3.21
3608474,,,2.051,0.5187,4.85
3608475,,,2.121,0.4901,45.67
3608483,,,2.284,0.4866,3.56
3608519,,,1.644,0.6509,3.25
3608565,,,1.145,0.4691,13.91
3608566,,,2.172,0.6222,4.38
3608618,,,1.077,0.4536,48.94
3608619,,,2.465,0.5727,3.98
3608620,,,1.009,0.1240,24.76
3608621,,,2.319,0.6666,0.42
3608622,,,0.8766,0.2940,26.50
3608623,,,1.095,0.2495,8.01
3608624,,,1.388,0.2535,29.24
3608625,,,1.622,0.3630,12.45
3608626,,,2.595,0.5841,4.36
3608664,,,2.352,0.4812,4.78
3608665,,,1.38,0.2959,3.85
3608667,,,0.9341,0.2953,10.40
3608668,,,2.487,0.6127,0.40
3608669,,,2.769,0.6707,20.22
3608670,,,2.449,0.5688,5.61
3608671,,,1.939,0.3825,2.52
54115828,,,2.352,0.5062,7.57
3608726,,,2.371,0.6795,3.24
3608727,,,2.025,0.5011,7.33
3608728,,,2.566,0.5216,10.59
3608729,,,1.302,0.2797,17.12
3608730,,,1.958,0.6458,9.27
3608731,,,1.477,0.3652,2.69
3608784,,,1.341,0.2263,23.47
3608785,,,1.283,0.4524,17.55
3608786,,,1.542,0.3399,4.70
3608822,,,1.96,0.6627,7.69
3608823,,,0.9296,0.3600,0.49
3608824,,,1.999,0.6307,4.77
3608929,,,1.943,0.4037,12.09
3608931,,,1.742,0.3468,9.75
3608932,,,1.836,0.3596,15.23
3608933,,,2.548,0.4927,29.20
3608934,,,2.361,0.4841,7.38
3608936,,,1.964,0.5727,7.91
3609025,,,1.259,0.4509,46.45
3609117,,,1.301,0.2643,18.62
3609118,,,1.922,0.4044,16.49
3609119,,,1.474,0.3679,2.10
3609162,,,2.523,0.5262,22.76
3609163,,,0.9486,0.1173,3.90
3609164,,,1.527,0.5567,1.19
3609165,,,1.575,0.3336,5.81
3609221,,,1.299,0.1887,8.82
3609222,,,1.594,0.4646,9.54
3609223,,,1.204,0.1346,16.40
3609383,,,1.296,0.3598,2.31
3609384,,,1.886,0.4463,45.85
3609485,,,2.146,0.5952,8.34
3609486,,,2.845,0.7093,6.45
3609487,,,1.903,0.4590,0.34
3609488,,,1.222,0.3469,10.07
3609504,,,2.69,0.5186,9.51
3609659,,,1.715,0.4504,37.42
3609661,0.0525,,1.503,0.5717,5.54
3609693,0.204155,,1.62,0.4039,0.53
3609751,,,1.611,0.3610,13.55
3609752,,,1.579,0.3864,13.11
3609753,,,1.414,0.2290,19.99
3609754,,,2.074,0.6544,15.25
3609839,,,1.614,0.3293,7.72
3609840,,,2.155,0.4914,6.48
3609841,,,1.182,0.3857,11.61
3609842,,,2.538,0.5114,3.74
3609843,,,1.387,0.3263,0.65
3609844,,,2.015,0.5146,0.82
3609845,,,2.44,0.5736,14.35
3610167,,,3.763,0.7028,9.40
3610023,,,1.687,0.2456,5.77
3610024,,,1.663,0.5530,9.63
3610025,,,1.642,0.3219,18.14
3610026,,,1.254,0.1604,14.56
3610027,,,2.473,0.5069,9.16
3610028,,,2.319,0.5870,3.93
3610029,,,1.426,0.3687,6.13
3610030,,,2.181,0.5640,2.68
3610031,,,1.847,0.4650,7.64
3610032,,,1.96,0.5761,1.68
3610170,,,1.967,0.4182,7.73
3610339,,,2.342,0.4524,11.07
3610340,,,2.171,0.4491,8.50
3610343,,,2.326,0.4411,9.68
3610173,,,1.984,0.5966,8.13
3610174,,,1.623,0.4480,3.28
3610175,,,1.05,0.0382,1.01
3610176,,,2.451,0.5764,1.06
3610177,,,2.403,0.6174,7.73
3610178,,,1.515,0.3270,12.14
3610179,,,2.592,0.5654,10.59
3610180,,,1.802,0.3969,8.51
3610181,,,2.15,0.5533,1.40
3610182,,,2.215,0.4147,19.53
3610183,,,1.418,0.3134,10.77
3610358,,,1.815,0.6867,27.95
3610525,,,2.372,0.5129,2.80
3610526,,,2.439,0.8884,5.36
3610527,,,1.467,0.4644,2.34
3610528,,,1.805,0.3721,6.04
3610529,,,1.952,0.3860,52.44
3610759,,,2.137,0.4584,7.70
3610760,,,2.232,0.4885,9.23
3610761,,,1.508,0.3102,3.69
3610762,,,2.133,0.5005,4.32
3610763,,,2.753,0.5631,2.97
3610764,,,2.513,0.5067,3.66
3610765,,,2.682,0.6440,5.17
3611396,,,1.539,0.4240,4.97
3611397,,,1.569,0.2577,1.23
3617331,,,2.638,0.5627,25.05
3611398,,,2.858,0.6177,37.03
3611399,,,1.118,0.2536,6.76
3611401,,,1.195,0.4647,3.36
3611402,,,0.8388,0.2912,33.44
3611403,,,2.456,0.6024,5.43
3611404,,,1.957,0.6475,7.07
3611405,,,1.744,0.4534,9.61
3611406,,,2.251,0.4459,9.62
3611415,,,1.978,0.3613,1.67
3611416,,,2.667,0.7274,11.10
3612164,,,1.884,0.7393,10.30
3612165,,,1.907,0.5758,7.21
3612173,,,2.452,0.5671,22.69
3612838,,,1.728,0.2936,18.13
3611400,,,0.9298,0.3269,8.33
3611407,,,1.805,0.4171,8.72
3611408,,,1.903,0.5743,1.15
3611409,,,1.671,0.3998,6.66
3611410,,,2.283,0.5505,4.34
3611411,,,2.256,0.5357,7.50
3611412,,,1.323,0.2286,28.32
3611413,,,1.526,0.3513,9.80
3611414,,,1.796,0.4340,0.93
3612166,,,1.093,0.2468,8.28
3612167,,,1.318,0.2402,26.31
3612168,,,1.552,0.3880,2.65
3612169,,,1.89,0.4974,4.97
3612170,,,1.82,0.5012,6.64
3612171,,,2.502,0.5971,10.06
3612172,,,1.502,0.4040,2.75
3612644,,,1.813,0.4084,11.95
3612645,,,1.366,0.3504,7.52
3612646,,,1.195,0.3554,3.55
3612647,,,2.349,0.5984,7.20
3612841,,,2.671,0.6180,4.40
3612842,,,2.228,0.5807,3.36
3612844,,,2.626,0.5575,15.15
3612845,,,1.318,0.3126,5.58
3612846,,,1.992,0.3558,5.34
3612847,,,1.105,0.0993,9.66
3612848,,,2.837,0.6571,4.70
3614152,,,2.47,0.4756,6.66
3613388,,,2.503,0.9579,25.80
3613389,,,0.9406,0.2285,5.45
3613391,,,1.136,0.1554,2.47
3613392,,,1.088,0.2812,4.05
3613393,,,1.175,0.2281,2.90
3613394,,,1.941,0.5003,4.89
3613396,,,2.116,0.4900,29.14
