"spkid","rot_per(h)","diameter(km)","a(AU)","e","i(deg)","H(mag)"
20469219,0.467,,1.001,0.1028,7.79,24.33
20469356,,,1.926,0.6721,6.56,18.81
20469373,,,2.402,0.4737,15.65,19.20
20469445,,0.143,0.72,0.4958,0.76,22.19
20469494,,0.758,1.497,0.3382,11.63,20.07
20469513,4.11,0.297,1.279,0.3055,17.16,20.87
20469634,16.39,,1.797,0.3026,26.23,19.10
20469722,,,1.963,0.5476,23.62,19.45
20469727,,,1.604,0.7269,33.55,17.20
20469737,31.5,,0.7793,0.4832,6.07,20.39
20469896,2.582,,1.4,0.4867,19.98,20.67
20469929,,,1.157,0.1224,28.95,21.13
20470004,,,1.876,0.5859,39.29,18.66
20470310,,,0.9384,0.3952,25.19,19.61
20470510,32.26,,1.748,0.3393,13.32,19.22
20470585,,,2.461,0.5184,14.52,19.04
20470594,,,1.376,0.2477,37.22,20.13
20470678,,,2.527,0.5113,4.10,21.14
20470864,,,1.429,0.1727,12.60,20.61
20470909,,,2.627,0.5122,26.30,18.22
20470951,,,1.263,0.2912,45.00,17.99
20470975,10.354,,1.265,0.1794,6.84,21.43
20471034,,,1.812,0.3288,17.46,19.27
20471083,,0.244,1.285,0.2470,14.01,19.98
20471108,,,1.797,0.3537,19.99,19.38
20471240,0.109138,,1.293,0.3024,1.66,21.70
20471241,4.828,1.451,2.874,0.7295,14.55,18.19
20471323,,,1.17,0.4938,23.66,19.39
20471487,,,1.239,0.4223,9.11,19.75
20471926,,,1.466,0.8507,23.55,18.62
20471956,12.96,,1.604,0.6487,10.16,19.31
20471984,,,1.026,0.2257,3.36,22.86
20472263,,,1.036,0.4863,21.09,18.31
20474158,10.092,,1.078,0.1327,12.03,20.71
20474163,1.38,,1.086,0.0653,13.37,20.99
20474179,15.88,,1.198,0.2231,27.97,19.08
20474223,5.119,,1.644,0.3475,39.97,19.10
20474231,65,,1.47,0.4983,5.43,20.01
20474238,,,0.9583,0.2406,13.89,21.51
20474425,,0.358,1.755,0.3339,33.67,18.82
20474451,,,1.278,0.2782,14.09,21.78
20474474,,,2.204,0.4254,6.18,19.62
20474532,,,2.689,0.5803,8.88,18.95
20474549,,1.488,2.187,0.6025,32.53,18.07
20474554,,,2.653,0.6182,8.53,17.54
20474574,,,1.751,0.2854,24.18,19.38
20474585,,,1.387,0.3114,55.03,19.67
20474611,,,0.8658,0.2378,18.69,19.27
20474613,,,2.526,0.5308,12.54,21.03
20474674,,,2.552,0.4919,26.64,19.17
20474706,,,1.49,0.1992,28.28,19.52
20475016,,0.164,1.351,0.5822,7.71,22.06
20475354,,,1.779,0.3612,44.31,18.55
20475462,,,1.833,0.3953,9.02,19.04
20475534,,,0.9466,0.5803,5.50,21.25
20475665,17.507,,2.92,0.6135,4.67,17.17
20475950,,0.389,2.018,0.5483,9.85,18.86
20475967,25.6,,3.069,0.5873,25.40,16.20
20476093,,,2.07,0.7095,10.47,19.58
20476187,,,1.165,0.4254,29.30,20.09
20476438,,0.433,1.563,0.2173,21.35,20.35
20476601,,,1.626,0.5250,29.61,19.80
20476904,,,1.396,0.3789,15.45,19.18
20477051,,,2.592,0.5069,14.63,17.84
20477162,28,,1.436,0.3292,30.33,20.71
20477248,,,1.476,0.2786,24.94,20.01
20477327,15.38,,2.276,0.7055,10.17,18.31
20477465,,,0.8557,0.5338,8.16,21.71
20477490,,0.652,1.439,0.2261,10.15,20.59
20477491,,0.739,2.257,0.5788,20.75,17.99
20477492,,,1.563,0.1866,61.93,19.43
20477519,,0.321,1.25,0.2453,34.84,19.21
20477524,,0.991,1.278,0.0441,37.55,18.67
20477588,,0.692,1.428,0.6395,24.62,19.39
20477719,,,2.078,0.4767,0.83,25.26
20477762,15.04,0.326,2.06,0.4939,11.84,19.74
20477885,3.1114,,2.694,0.5191,19.06,17.26
20478574,,,1.608,0.3815,32.67,18.64
20478784,,,1.008,0.1396,2.10,25.60
20479325,0.8367,,1.334,0.2527,18.77,19.23
20479345,,,1.343,0.3729,19.83,19.21
20480004,2.829,,2.352,0.5463,32.25,17.26
20480808,,,0.6709,0.5262,28.17,20.64
20480817,,,2.329,0.5022,10.39,18.28
20480820,,,0.8508,0.4439,23.75,20.97
20480822,,,1.477,0.7196,3.43,19.66
20480823,,,1.24,0.6204,8.34,20.24
20480824,,,2.58,0.4967,27.85,16.74
20480854,,,3.061,0.6106,19.88,18.31
20480856,,,2.016,0.4044,24.61,18.14
20480858,,,1.468,0.4549,7.18,20.96
20480883,,,0.6769,0.5404,4.85,20.91
20480885,,,1.642,0.5035,26.61,18.01
20480922,,,0.9549,0.3593,21.53,20.59
20480927,,,1.944,0.7961,19.93,18.45
20480934,,,2.788,0.5410,1.26,17.61
20480936,6.74,0.537,1.26,0.2201,17.62,20.26
20480984,,,1.895,0.4316,2.65,20.15
20481025,,,1.051,0.5122,14.90,20.65
20481027,,,2.431,0.5747,2.76,18.66
20481032,,,3.424,0.6769,56.14,15.32
20481052,,,1.44,0.2624,22.48,20.62
20481127,,,1.068,0.4162,19.00,21.50
20481327,,0.216,1.362,0.2456,27.16,19.98
20481381,,,2.863,0.5916,26.45,18.40
20481394,11.4876,,0.9501,0.2806,5.84,19.97
20481442,,,0.7997,0.4474,21.21,21.58
20481457,3.7,,1.267,0.4253,3.56,21.12
20481482,,,2.809,0.8211,9.60,17.58
20481532,2.603,,1.838,0.5164,29.53,19.62
20481542,,,1.064,0.3834,31.92,18.41
20481543,,,1.297,0.1118,9.84,21.68
20481775,,,2.436,0.4836,6.49,18.44
20481790,,,1.894,0.3195,24.07,19.35
20481817,,,0.695,0.3798,24.31,18.60
20481904,,,1.375,0.1482,19.47,19.53
20481918,,,2.52,0.8270,21.17,18.19
20481965,,,1.106,0.4543,12.51,20.69
20481984,,,2.199,0.4699,9.46,18.01
20481985,,,2.24,0.4868,17.93,17.85
20481989,,,2.285,0.4983,5.05,19.93
20482049,,,1.428,0.1897,59.90,18.83
20482054,,0.413,1.489,0.3772,15.97,19.50
20482055,,1.855,2.289,0.5499,43.35,18.42
20482111,,0.383,1.458,0.2181,39.52,19.37
20482228,,,1.583,0.3725,12.46,18.03
20482234,,,1.321,0.1626,4.53,22.52
20482244,,,1.315,0.0517,16.20,19.86
20482250,0.103154,,1.134,0.0964,24.68,20.15
20482344,,,1.352,0.2820,18.39,19.66
20482391,,,1.85,0.3635,6.17,18.98
20482467,,,2.513,0.6198,10.14,17.93
20482488,,,2.46,0.6786,10.16,19.77
20482505,11.418,,1.201,0.3836,11.38,19.52
20482533,,,0.7859,0.8016,19.80,19.82
20482562,,,1.551,0.5071,9.72,20.05
20482566,,,1.205,0.3074,4.29,21.51
20482650,4.69,,1.626,0.4950,28.88,19.68
20482718,,,1.242,0.1798,12.32,21.10
20482766,,,1.966,0.4979,10.01,19.45
20482796,14.5,,0.9592,0.4251,18.15,19.60
20482798,,,1.585,0.8301,18.98,18.37
20483408,,,1.515,0.1571,32.01,19.61
20483422,3.623,,1.137,0.1667,12.26,20.53
20483423,,,1.43,0.6818,3.46,20.53
20483432,,,1.215,0.3708,18.47,20.44
20483453,,,1.817,0.3354,19.86,18.39
20483459,,,1.16,0.1414,31.76,20.32
20483468,,,2.335,0.5947,24.27,18.02
20483471,,,1.784,0.6972,8.85,18.31
20483472,,,1.742,0.4340,15.01,19.33
20483504,18.02,,1.768,0.4408,11.80,20.19
20483506,,,2.754,0.5376,24.44,18.41
20483508,26.39,0.202,1.453,0.4630,12.72,20.15
20483509,,,2.314,0.5216,36.48,19.48
20483531,,,1.885,0.3799,11.70,20.13
20483547,,,2.618,0.5661,12.23,17.80
20483560,5.8124,,1.463,0.3674,12.16,19.26
20483563,,,1.902,0.8297,19.25,18.72
20483566,,,2.688,0.5199,23.99,17.98
20483656,1.69,,0.7632,0.3864,20.82,23.76
20483662,,,1.802,0.3519,30.66,19.37
20483856,,,1.959,0.3921,5.93,20.27
20483878,,,1.969,0.4443,33.98,17.52
20483989,,,1.958,0.4856,6.78,20.40
20484199,,,1.221,0.4638,17.99,19.83
20484402,3.6342,0.452,1.187,0.2348,27.43,19.68
20484403,,,1.183,0.1322,24.49,21.41
20484462,,,1.306,0.2229,21.07,21.46
20484506,,,1.487,0.6240,2.24,20.16
20484517,,,2.757,0.6175,24.76,17.18
20484725,,,1.889,0.3469,23.24,18.32
20484757,,,2.487,0.5987,7.10,19.56
20484795,5.987,,1.096,0.2757,20.06,18.60
20484850,,,2.576,0.5106,24.83,19.41
20484976,4.123,,2.327,0.5756,37.44,18.52
20485051,,,2.318,0.4821,6.28,19.33
20485110,,0.356,1.248,0.2083,22.88,20.85
20485652,4.609,,3.016,0.7314,20.05,16.60
20485823,,,1.149,0.4978,5.31,20.61
20485882,,,1.452,0.5813,35.95,18.28
20486001,,,1.556,0.1902,22.69,19.31
20486607,,,2.623,0.5277,19.02,17.83
20486692,,,1.524,0.5879,7.19,19.37
20486739,,,1.36,0.4200,8.58,19.57
20487577,,,0.9638,0.2358,10.92,21.08
20487580,,,1.131,0.5641,17.32,20.13
20487583,,,1.024,0.3095,4.42,22.19
20488450,,,2.764,0.5729,32.20,17.04
20488453,2.7365,,2.346,0.7340,4.31,19.28
20488461,,,1.449,0.7621,38.82,20.30
20488465,7.673,,2.157,0.4284,7.93,19.84
20488474,,,1.131,0.4178,18.22,20.34
20488486,,,2.592,0.5112,27.62,18.60
20488490,,,1.035,0.2771,2.41,21.90
20488494,,0.766,2.253,0.4571,10.19,18.75
20488509,,,1.275,0.1453,26.46,20.60
20488515,0.4777,,1.935,0.4942,8.79,20.71
20488579,,,1.521,0.1942,34.94,20.46
20488580,,,1.841,0.4016,39.00,19.68
20488615,,,1.179,0.1959,6.69,21.68
20488636,,,1.971,0.4336,20.60,19.45
20488640,,,1.988,0.3972,40.55,19.22
20488645,,,2.243,0.8562,10.32,18.46
20488693,,,2.601,0.5697,46.85,17.15
20488698,,,1.435,0.6796,11.58,19.61
20488789,,1.039,1.451,0.6888,38.21,19.13
20488803,,0.209,0.791,0.3949,9.15,20.50
20489203,,1.520,2.405,0.4794,36.44,18.65
20489235,,,1.25,0.1729,26.61,20.33
20489337,5.348,,2.234,0.5395,15.89,18.51
20489453,,,1.387,0.3598,14.81,20.08
20489486,3.497,,1.061,0.1291,15.09,19.40
20489885,,,1.72,0.3547,35.14,18.70
20489900,,,1.101,0.7896,59.85,18.89
20490354,,,1.213,0.4092,0.56,21.40
20490581,19.304,0.237,0.8553,0.1926,9.83,20.85
20490636,,,1.766,0.3958,36.45,18.58
20490684,,,1.28,0.5546,22.72,19.42
20490791,,,1.995,0.3626,7.15,19.85
20491007,,,1.14,0.7070,15.70,19.56
20491424,,,1.681,0.5663,66.24,17.57
20491565,2.482,,2.259,0.4925,28.25,17.41
20491567,,,1.575,0.5281,15.90,18.06
20491842,,,2.417,0.4875,5.47,18.26
20492143,77.51,,2.033,0.5086,9.78,17.65
20492478,,1.084,1.675,0.6861,17.03,19.69
20494658,4.44,,1.929,0.5715,8.91,20.71
20494689,,,1.89,0.6460,45.48,18.85
20494690,,,1.193,0.4501,32.83,20.10
20494696,,,2.211,0.4154,8.84,19.47
20494697,,,1.428,0.3340,8.79,20.77
20494706,5.131,,2.142,0.8962,20.06,16.66
20494710,,,0.8636,0.4107,6.32,20.78
20494713,,,1.235,0.3733,47.78,19.43
20494880,,,1.354,0.2977,16.57,19.84
20494975,8.0364,,1.374,0.3853,17.35,19.18
20494999,30.2,,0.9192,0.5461,36.21,19.68
20495021,,,1.271,0.0331,4.05,22.70
20495102,1.85,,1.825,0.4821,9.93,18.82
20495168,,,1.853,0.3926,36.33,20.35
20495187,,,1.204,0.2151,36.95,21.05
20495222,,,1.58,0.2731,17.86,20.73
20495278,,,2.71,0.5216,11.57,18.55
20495316,,,2.107,0.4688,7.23,20.81
20495323,,,1.324,0.5634,17.92,19.67
20495331,18.954,,2.138,0.4250,6.99,19.21
20495417,,,2.169,0.4151,1.85,19.83
20495511,,,2.127,0.4292,6.48,19.37
20495615,13.7504,,0.9825,0.2374,34.60,17.73
20495829,,,1.065,0.7906,43.57,18.77
20495833,,,2.277,0.4814,8.81,19.29
20495848,,,2.422,0.6475,11.64,18.03
20495857,,,2.79,0.5606,25.16,19.12
20495858,,0.342,2.305,0.5618,5.31,18.98
20495891,,,2.178,0.4638,20.28,18.40
20495930,,,1.488,0.4178,29.97,19.84
20495959,,,2.234,0.4649,11.39,18.68
20495960,,,1.846,0.6134,16.65,18.83
20496001,,,2.69,0.6178,23.49,17.53
20496005,,,2.258,0.5564,6.24,19.10
20496013,,,1.729,0.4807,13.14,21.00
20496018,6.47,,2.746,0.5308,10.72,17.55
20496124,,,2.257,0.4254,14.87,17.82
20496174,128,0.657,2.001,0.5836,23.74,18.47
20496230,,,2.19,0.5036,36.03,18.31
20496326,,,2.607,0.5232,31.78,17.47
20496327,,,1.532,0.5030,52.23,17.93
20496816,6.98,0.3,1.862,0.4721,3.86,20.55
20496817,14.533,0.4,1.861,0.4604,2.19,19.99
20496818,7.6,,1.919,0.4163,5.61,19.38
20496837,,0.337,1.226,0.1615,15.63,20.83
20496860,,,1.819,0.6475,8.90,19.68
20496861,,,1.869,0.5587,10.12,18.06
20496869,,,2.282,0.6473,22.32,18.19
20496901,,,1.314,0.6939,9.28,20.70
20496962,,0.175,1.285,0.3312,8.11,20.33
20496981,,,1.661,0.3906,8.00,21.38
20497025,,,1.053,0.3316,11.28,20.70
20497094,,,1.995,0.4230,16.00,18.90
20497096,,,2.312,0.5215,4.30,18.96
20497113,,,1.25,0.2508,11.64,22.27
20497117,,,1.26,0.2638,23.25,18.35
20497135,,,2.172,0.6979,17.55,18.09
20497174,,,1.058,0.2988,24.61,21.52
20497176,60.52,,2.676,0.5172,10.47,18.41
20497232,,,1.207,0.1663,18.59,20.74
20497236,,,2.469,0.5398,7.16,19.15
20497245,,,2.702,0.6511,35.12,17.64
20497626,,,1.482,0.4727,24.48,19.99
20498066,6.21,0.589,2.211,0.4396,10.74,18.23
20498068,,,1.836,0.4488,16.82,18.93
20498125,,,2.256,0.4734,4.60,19.58
20498143,,1.531,1.154,0.5614,43.50,18.80
20498441,,,2.648,0.5228,3.83,18.32
20498548,,,1.273,0.2810,29.24,20.04
20498550,,,1.426,0.2779,20.82,19.69
20498918,,,1.828,0.3069,51.71,18.73
20499307,,,2.521,0.5549,7.16,18.68
20499490,,1.202,2.278,0.4710,21.35,18.99
20499496,,0.357,1.734,0.3907,34.99,19.49
20499582,,0.461,1.464,0.3100,6.82,20.53
20499672,,,2.356,0.4542,5.05,18.60
20499986,9.82495,,1.592,0.1951,39.04,19.92
20499998,,,1.315,0.2163,2.22,24.02
20500080,10.105,,2.792,0.6770,6.03,17.22
20500094,16.11,,1.374,0.2789,23.84,18.69
20500136,,,1.321,0.1970,3.63,22.85
20500749,,,2.869,0.7502,21.89,16.71
20500922,,,1.553,0.6121,45.57,17.82
20501243,,,1.045,0.3547,7.80,21.73
20501567,,,2.05,0.4195,2.17,21.18
20501647,,,0.9781,0.3310,4.59,22.36
20501878,,2.177,2.261,0.7628,17.88,17.26
20501934,,,2.259,0.4666,11.03,17.92
20503274,,,1.593,0.2485,11.37,19.40
20503277,,,1.662,0.3028,12.25,19.85
20503293,8.8,,1.697,0.2426,7.01,19.29
20503861,,,2.163,0.5568,4.31,19.97
20503865,,,1.595,0.2791,17.05,20.88
20503871,,,1.54,0.3947,38.35,18.30
20503880,,,1.959,0.8319,43.67,17.98
20503892,,,1.141,0.6096,31.27,19.14
20503911,2.799,,1.233,0.3419,10.06,22.89
20503941,18.25,0.260,1.454,0.7627,5.93,19.65
20503960,5.693,,1.051,0.2905,17.83,18.29
20503966,,,2.21,0.8116,29.04,18.33
20504025,13.2021,,2.507,0.5499,12.46,19.00
20504033,,,2.515,0.8567,44.53,18.26
20504034,,,3.343,0.8319,35.54,17.66
20504074,,,1.048,0.4899,54.99,16.68
20504181,,,1.538,0.9122,19.58,18.81
20504256,,,1.948,0.4835,11.71,19.07
20504392,,,1.843,0.4008,9.62,19.63
20504505,5.315,,2.708,0.5761,7.73,18.30
20504680,,,1.712,0.4806,11.48,19.78
20504711,,,1.356,0.3560,25.62,19.28
20504800,,0.380,1.013,0.2178,24.02,21.48
20504827,,0.615,2.27,0.5121,33.16,19.09
20504887,,,2.311,0.5359,22.85,19.91
20504928,,,2.267,0.4525,32.45,18.46
20504994,,1.492,2.014,0.4607,56.11,18.41
20505019,,,1.308,0.2335,22.84,19.00
20505093,,0.556,2.062,0.4370,7.20,20.21
20505169,,,2.996,0.5674,29.49,17.79
20505178,,,1.816,0.5486,7.47,19.46
20505657,8.71,0.971,1.3,0.3038,29.79,18.50
20505667,18.83,0.820,2.016,0.4138,8.86,17.84
20506074,,0.665,1.558,0.6869,6.00,18.94
20506425,,,3.36,0.6299,58.27,16.63
20506437,,,3.138,0.7180,10.26,18.27
20506459,2.3089,,1.038,0.1262,23.00,17.91
20506491,,,1.17,0.8384,3.76,20.77
20506590,,0.099,1.131,0.4187,8.71,21.96
20506732,,,1.236,0.2945,10.05,21.32
20506779,,,1.993,0.4056,31.41,17.84
20506859,,,2.235,0.7374,5.86,18.25
20506951,,,1.704,0.3888,21.06,20.72
20507355,,,1.308,0.6926,25.30,19.11
20507366,9.117,,3.231,0.6637,23.86,16.81
20507422,,,1.859,0.3691,5.75,20.10
20507716,,,2.537,0.6178,47.80,16.39
20507847,,,2.521,0.5292,7.46,17.43
20508767,,,2.123,0.3936,25.50,18.26
20508772,,,1.225,0.4327,21.97,19.87
20508774,,,1.323,0.7018,20.91,20.08
20508786,,,2.743,0.6362,14.62,20.07
20508796,,,2.721,0.5612,26.29,18.59
20508861,,,3.814,0.6738,4.16,17.55
20508871,12.998,,1.846,0.5183,32.07,19.04
20508905,,,2.303,0.4914,13.03,18.25
20508908,,,0.8797,0.2671,5.76,20.95
20508912,5.72,,1.981,0.5190,24.47,19.61
20508918,,,1.352,0.6131,36.17,19.34
20508967,,,1.896,0.8107,20.40,18.49
20508997,,,2.652,0.7210,28.43,17.12
20509073,,,1.211,0.5522,3.22,20.74
20509102,,,1.802,0.3476,32.57,19.46
20509191,,,2.402,0.6521,4.74,19.25
20509192,,,1.335,0.1662,30.33,19.40
20509352,,,0.7206,0.3741,11.95,20.16
20509353,,,1.693,0.3758,13.63,19.71
20509456,,,1.683,0.4198,6.99,20.57
20509505,,,0.9361,0.3594,9.34,21.23
20509520,,,1.669,0.7095,13.73,18.88
20509523,,,2.245,0.8870,13.14,19.29
20509569,,,1.406,0.1521,17.34,21.29
20509821,,,1.733,0.6080,0.92,20.20
20509935,9.0913,,1.931,0.5409,4.24,19.54
20510055,,0.200,1.226,0.2104,16.79,21.51
20510073,,0.451,2.234,0.6580,17.30,18.56
20510160,,,1.117,0.1117,40.57,20.21
20510190,,,1.299,0.3226,10.53,20.55
20510238,,,1.121,0.4409,6.70,20.74
20510262,,1.284,1.484,0.4178,21.08,19.23
20510529,,,1.148,0.1508,9.02,21.66
20511002,,,1.552,0.1767,29.15,20.11
20511008,,1.647,2.597,0.6513,13.66,18.55
20511064,,,2.607,0.5807,24.91,17.53
20511137,37.9,,1.667,0.4248,38.35,18.98
20511243,,1.195,1.576,0.2169,11.64,18.93
20511520,,,2.001,0.3531,9.77,18.76
20511523,6.05625,,1.633,0.3650,11.45,19.40
20511600,,,1.857,0.7327,68.90,17.08
20511684,5.6713,0.315,1.007,0.5683,4.15,20.80
20511777,6.57,0.194,1.365,0.2838,13.22,20.15
20511808,,0.746,2.038,0.6098,11.09,18.57
20512234,,,0.9522,0.5998,14.02,20.62
20512242,,,1.598,0.3137,31.45,18.39
20512244,,,1.037,0.5410,31.03,17.81
20512245,4.516,,0.9821,0.2000,9.18,19.79
20513125,,,2.032,0.6532,5.92,18.35
20513126,,,1.786,0.5826,9.35,21.71
20513138,,,1.367,0.3845,8.29,21.08
20513163,,,2.321,0.4771,5.48,20.78
20513165,5.631,,2.291,0.8317,12.24,19.02
20513170,,,0.9611,0.1702,35.07,20.18
20513171,,,0.9508,0.5630,29.32,20.48
20513181,6.602,,1.117,0.3854,16.70,20.39
20513182,,,1.89,0.4372,11.87,20.34
20513312,,,1.181,0.5276,2.26,22.07
20513358,,,1.868,0.5948,25.02,19.80
20513472,,,1.474,0.6568,30.10,19.38
20513489,,,1.729,0.5235,17.00,20.12
20513497,,,2.759,0.5988,10.97,17.70
20513529,,,1.372,0.7335,25.76,18.46
20513550,4.229,1.451,2.605,0.5670,26.95,17.20
20513572,,,1.793,0.4216,11.31,19.26
20513711,,,1.328,0.1840,14.41,21.30
20513776,,,2.862,0.5467,6.86,18.70
20513916,,,1.641,0.2102,22.04,19.28
20514041,,5.272,2.9,0.5989,35.08,15.65
20514150,,,1.559,0.4041,2.63,21.53
20514568,,,2.264,0.6033,4.76,19.22
20514571,,,1.195,0.1384,36.57,20.42
20514596,8.6763,,1.241,0.7150,15.66,19.73
20514597,,,1.467,0.5946,5.79,20.25
20514652,,0.741,1.91,0.3824,32.39,18.31
20514846,,,1.411,0.2233,5.97,22.62
20514914,,,1.825,0.6329,9.41,20.09
20515010,,,1.719,0.4715,38.23,18.96
20515049,,0.351,1.919,0.6548,11.40,19.31
20515082,0.043081,,1.427,0.2174,8.60,20.68
20515335,,,1.799,0.4193,28.17,18.76
20515446,,,1.558,0.2883,23.33,20.39
20515639,,,1.039,0.3392,8.48,21.72
20515742,,,0.9713,0.2038,35.38,20.83
20515767,0.9801,,1.034,0.3492,16.42,21.17
20516154,11.181,,1.543,0.4601,12.21,19.37
20516155,,,1.022,0.4770,13.33,20.15
20516396,,,1.638,0.2896,19.45,20.64
20516398,,,1.525,0.2530,18.99,20.36
20516420,,,2.416,0.5034,13.36,19.10
20516423,,,2.927,0.5590,21.03,18.65
20516428,,,2.431,0.5672,60.49,17.73
20516435,,,0.9133,0.3492,33.44,21.38
20516454,,,2.664,0.7638,29.33,18.65
20516457,,,1.678,0.3101,28.33,19.86
20516641,,,1.838,0.3262,36.14,19.72
20516734,,,1.194,0.2722,69.82,19.04
20516803,,0.463,1.374,0.3844,30.61,19.51
20516868,,,1.773,0.4028,44.66,19.11
20516976,,,2.069,0.4806,7.57,21.35
20516984,,1.824,1.781,0.5314,24.47,18.19
20516986,4.788,,1.754,0.3545,15.66,19.49
20517046,,,1.282,0.6671,27.86,19.54
20517103,8.038,,1.371,0.3179,8.36,19.90
20517681,33.558,,2.062,0.5830,12.25,18.91
20517829,,,2.134,0.6141,8.52,18.38
20518424,,,2.592,0.5423,24.17,18.18
20518426,,,2.176,0.4040,10.46,19.14
20518440,,,1.979,0.5349,15.17,19.42
20518463,,,2.639,0.5617,18.23,16.97
20518469,,,2.659,0.5487,15.72,18.71
20518507,4.62,0.794,1.203,0.2763,36.40,19.94
20518635,13.413,,2.917,0.6506,14.08,18.21
20518638,2.488,,1.854,0.6187,10.71,19.37
20518640,5.789,,1.843,0.4540,8.37,20.08
20518646,,,2.253,0.4464,6.91,19.00
20518678,6.36,,2.192,0.5723,30.24,17.38
20518735,5.78,,1.18,0.1707,11.51,21.12
20518737,,,1.624,0.8119,13.60,18.98
20518771,,,1.786,0.3349,29.02,18.54
20518810,,0.083,1.193,0.2699,7.18,21.85
20518847,,,2.081,0.8400,5.00,19.04
20519307,,,2.308,0.4434,0.26,20.25
20519354,,,1.008,0.3804,7.42,21.48
20519504,,,2.083,0.4793,22.64,20.30
20519824,,,1.386,0.6687,30.63,19.38
20520585,,,1.603,0.2666,6.18,21.49
20520808,,0.704,1.613,0.4182,52.68,20.01
20520862,,,1.627,0.2955,35.35,20.74
20522684,3.2905,,0.9941,0.3835,11.33,21.14
20523585,,,1.023,0.3628,6.29,18.91
20523586,,,0.9069,0.3326,11.93,22.15
20523587,32.21,,2.803,0.5981,7.95,17.56
20523589,,1.851,2.689,0.7932,17.18,17.80
20523590,10.,,1.335,0.3796,20.59,21.00
20523592,,,3.187,0.5939,20.75,17.80
20523593,,,2.011,0.4393,39.61,19.16
20523594,,,1.34,0.1659,13.12,22.87
20523595,,0.658,1.924,0.4538,26.81,18.37
20523596,,,2.169,0.4582,6.42,19.72
20523598,,,1.416,0.5466,33.73,20.86
20523599,,,2.921,0.6008,10.86,19.80
20523600,,,1.525,0.3710,42.32,19.64
20523602,,,1.765,0.3270,39.54,18.84
20523603,1.28,,1.444,0.3301,14.51,18.61
20523604,74.97,,2.293,0.5027,4.82,18.45
20523605,,,0.9199,0.3513,5.96,21.49
20523606,,,1.749,0.5255,1.08,20.34
20523607,,,2.616,0.5498,23.50,17.87
20523608,,,1.879,0.4250,6.86,20.52
20523609,1.42,,1.198,0.6593,17.42,19.53
20523610,100.316,,2.668,0.5402,11.11,18.22
20523611,,,2.227,0.4175,7.13,18.71
20523612,,,3.24,0.6448,31.08,18.30
20523613,,,2.09,0.4550,2.42,17.89
20523614,,,2.506,0.8377,18.93,19.11
20523616,,,1.313,0.7383,28.38,18.69
20523619,8.64,,1.956,0.5328,40.47,18.53
20523621,,,1.497,0.1598,3.10,21.32
20523623,,,2.366,0.6530,7.27,19.72
20523625,3.643,,1.837,0.4504,41.10,19.63
20523626,,,2.914,0.5598,35.61,16.73
20523628,,,2.246,0.4618,2.22,19.49
20523630,,,2.705,0.8586,48.39,16.11
20523631,4.1321,0.564,1.722,0.4471,8.29,18.94
20523632,,0.309,1.189,0.0835,10.80,21.51
20523633,5.828,,1.491,0.2889,26.72,18.92
20523636,,0.550,1.903,0.5952,15.57,19.42
20523637,,0.602,1.349,0.3710,31.88,19.53
20523638,,,1.938,0.5081,37.34,20.29
20523641,12.4809,,2.51,0.6074,18.09,17.13
20523648,,,2.003,0.4423,18.15,18.44
20523650,,,1.59,0.4121,65.15,18.59
20523651,2.6511,,2.286,0.4984,9.98,18.89
20523654,10.07,,1.178,0.7056,29.13,20.95
20523656,,,1.738,0.4975,60.94,19.29
20523657,,,1.795,0.3399,7.85,20.44
20523660,,,2.033,0.4719,23.06,18.25
20523661,,,0.8969,0.4831,11.66,20.79
20523662,,,2.055,0.5139,11.22,20.77
20523663,,,2.125,0.3961,21.84,20.09
20523664,12.63,0.346,0.8287,0.5027,42.27,18.52
20523665,,,2.055,0.4071,5.37,20.05
20523666,,,2.1,0.4357,5.03,21.21
20523667,2.68,,2.116,0.4420,4.49,19.68
20523668,,,2.105,0.4395,5.17,19.61
20523669,,,2.168,0.4692,20.40,18.45
20523670,12.28,,1.709,0.2512,23.07,19.39
20523679,,,2.231,0.4978,23.04,17.84
20523685,,,1.848,0.4940,4.30,20.03
20523694,,,1.542,0.2147,8.18,20.74
20523707,,,1.565,0.1910,8.48,21.42
20523728,,,1.004,0.3417,25.69,22.60
20523732,,,1.206,0.4529,3.79,20.66
20523737,,,1.559,0.2446,19.54,20.66
20523747,,0.873,2.204,0.7589,14.66,18.82
20523775,3.277,0.279,1.876,0.4841,12.65,19.11
20523779,5.658,,2.455,0.5557,9.26,18.12
20523781,,,1.662,0.2893,12.62,19.93
20523786,,,1.989,0.3661,59.47,18.41
20523788,3.0917,,2.12,0.5501,2.68,19.48
20523792,,,1.336,0.5223,32.13,18.40
20523795,,,2.137,0.4826,3.71,20.47
20523796,,,1.096,0.6613,30.94,20.03
20523799,,,1.755,0.3683,57.31,17.87
20523801,,,1.985,0.4191,6.04,20.00
20523802,,,2.202,0.4594,17.67,18.53
20523803,,,2.436,0.5116,4.75,18.88
20523804,,,1.492,0.3715,6.30,20.31
20523805,11.78,,2.26,0.4930,6.83,19.93
20523806,10.5106,,3.029,0.6536,18.52,17.52
20523807,,,1.911,0.7354,11.89,18.55
20523808,,,0.7587,0.3585,33.44,19.34
20523809,,,1.238,0.3482,0.93,23.79
20523810,,,2.191,0.7677,10.73,17.24
